timestamp,symbol,open,high,low,close,volume,vwap
2024-02-01T09:15:00+05:30,INFY,1612.40,1618.25,1608.55,1616.85,110200,1613.90
2024-02-01T09:20:00+05:30,INFY,1616.85,1623.40,1614.20,1621.75,103880,1619.10
2024-02-01T09:25:00+05:30,INFY,1621.75,1628.20,1619.85,1626.10,100540,1623.95
2024-02-01T09:30:00+05:30,INFY,1626.10,1626.85,1613.75,1615.40,117300,1620.55
2024-02-01T09:35:00+05:30,INFY,1615.40,1618.70,1607.45,1610.60,124520,1612.45
2024-02-01T09:40:00+05:30,INFY,1610.60,1616.25,1605.85,1614.15,121880,1610.95
2024-02-01T09:45:00+05:30,INFY,1614.15,1622.60,1612.10,1620.75,114640,1617.40
2024-02-01T09:50:00+05:30,INFY,1620.75,1629.35,1618.20,1627.90,109220,1624.30
2024-02-01T09:55:00+05:30,INFY,1627.90,1634.50,1624.80,1632.40,105900,1629.15
2024-02-01T10:00:00+05:30,INFY,1632.40,1635.10,1622.55,1625.85,108300,1629.45
2024-02-01T10:05:00+05:30,INFY,1625.85,1638.70,1624.40,1636.90,112880,1631.60
2024-02-01T10:10:00+05:30,INFY,1636.90,1642.15,1631.80,1640.55,115220,1637.95
